DATE,SHIFT_CODE,OPERATOR_CODE,MACHINE,PRODUCT,SERIES,QUANTITY,DRUM_NUMBER,CONTROL_NUMBER
7-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02249A,17-05c-00001
7-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02249B,17-05c-00002
7-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02249C,17-05c-00003
7-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02555A,17-05c-00004
7-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02555B,17-05c-00005
7-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02555C,17-05c-00006
7-Jan-25,1st,DMD,17,25-MIRA,2019,30000,RC02500A,17-05c-00007
8-Jan-25,1st,DMD,17,25-MIRA,2019,10000,RC02500A,17-05c-00007
8-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02500B,17-05c-00008
8-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02500C,17-05c-00009
8-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02310A,17-05c-00010
8-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02310B,17-05c-00011
8-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02310C,17-05c-00012
8-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02336A,17-05c-00013
8-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02336B,17-05c-00014
8-Jan-25,1st,DMD,17,25-MIRA,2019,30000,RC02336C,17-05c-00015
9-Jan-25,1st,DMD,17,25-MIRA,2019,10000,RC02336C,17-05c-00015
9-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02331A,17-05c-00016
9-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02331B,17-05c-00017
9-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02331C,17-05c-00018
9-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02407A,17-05c-00019
9-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02407B,17-05c-00020
9-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02407C,17-05c-00021
9-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02409A,17-05c-00022
9-Jan-25,1st,DMD,17,25-MIRA,2019,25000,RC02409B,17-05c-00023
10-Jan-25,1st,DMD,17,25-MIRA,2019,15000,RC02409B,17-05c-00023
10-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02409C,17-05c-00024
10-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02337A,17-05c-00025
10-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02337B,17-05c-00026
10-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02337C,17-05c-00027
10-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02243A,17-05c-00028
10-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02243B,17-05c-00029
10-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02243C,17-05c-00030
10-Jan-25,1st,DMD,17,25-MIRA,2019,20000,RC02262A,17-05c-00031
13-Jan-25,1st,DMD,17,25-MIRA,2019,20000,RC02262A,17-05c-00031
13-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02262B,17-05c-00032
13-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02262C,17-05c-00033
13-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02340A,17-05c-00034
13-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02340B,17-05c-00035
13-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02340C,17-05c-00036
13-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02411A,17-05c-00037
13-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02411B,17-05c-00038
13-Jan-25,1st,DMD,17,25-MIRA,2019,15000,RC02411C,17-05c-00039
14-Jan-25,1st,JMG,17,25-MIRA,2019,25000,RC02411C,17-05c-00039
14-Jan-25,1st,JMG,17,25-MIRA,2019,40000,RC02425A,17-05c-00040
14-Jan-25,1st,JMG,17,25-MIRA,2019,40000,RC02425B,17-05c-00041
14-Jan-25,1st,JMG,17,25-MIRA,2019,40000,RC02425C,17-05c-00042
14-Jan-25,1st,JMG,17,25-MIRA,2019,40000,RC02437A,17-05c-00043
14-Jan-25,1st,JMG,17,25-MIRA,2019,40000,RC02437B,17-05c-00044
14-Jan-25,1st,JMG,17,25-MIRA,2019,40000,RC02437C,17-05c-00045
14-Jan-25,1st,JMG,17,25-MIRA,2019,10000,RC02312A,17-05c-00046
15-Jan-25,1st,DMD,17,25-MIRA,2019,30000,RC02312A,17-05c-00046
15-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02312B,17-05c-00047
15-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02312C,17-05c-00048
15-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02434A,17-05c-00049
15-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02434B,17-05c-00050
15-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02434C,17-05c-00051
15-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02488A,17-05c-00052
15-Jan-25,1st,DMD,17,25-MIRA,2019,40000,RC02488B,17-05c-00053
